Site,Diversity,Observed,Estimator,s.e.,LCL,UCL,watershed_id,area,frac_forest,frac_urban,frac_agri,mean_temp,mean_ppt,mean_dem,rate,n_branch,p_branch,n_dam,mu_alpha
2256,Species richness,30,33.388,3.652,30.606,48.939,2256,424.4239878517226,0.5329747038422613,0.13453845434573852,0.12068650037607018,6.910077994472681,761.6970372648683,281.5944637739686,0.4351625191573978,129,0.3528405172828039,1,8.705882352941176
2277,Species richness,48,88.887,37.298,56.897,235.903,2277,1281.6062046542295,0.5584206988342522,0.01692798795831616,0.39573965161398644,5.016517583074528,822.0752300031966,428.5696971427117,0.4832006252049973,439,0.3831939358837076,0,12.67741935483871
2337,Species richness,51,55.085,4.796,51.659,76.319,2337,2260.705048677184,0.1776172402283454,0.016955074002166406,0.6319120724032684,6.554292779877789,715.2565099304519,328.61489886236023,0.45287143512658445,743,0.3642001300981137,2,12.882352941176471
2563,Species richness,35,52.857,12.491,40.183,96.522,2563,4651.850455144084,0.4941104945374402,0.008337991263682917,0.42883090318547995,5.894729373464855,816.9728474767941,351.9664155392992,0.4539603196009751,1492,0.3648920659178165,7,7.238095238095238
2594,Species richness,48,53.193,4.814,49.109,72.308,2594,1323.7200001121394,0.08224770885043128,0.01328636698356684,0.8640796848815996,6.305959001123584,632.6007103309365,333.3442563821578,0.44338908649764014,441,0.35814257955906303,0,9.763157894736842
2608,Species richness,38,38.981,2.283,38.068,52.199,2608,2108.8417884831506,0.13075840748284934,0.019147319854508543,0.7362451617494923,6.529700650477591,715.6867593729287,321.18398835296256,0.4501207004146969,697,0.36244880571606514,0,12.547169811320755
2668,Species richness,47,58.745,8.596,50.254,89.4,2668,2282.736000283582,0.5599312088252713,0.01166855162948493,0.37909265517253365,5.739475374612271,817.4169534951915,325.3474881405099,0.5009928748360544,759,0.39407125045651353,1,8.702702702702704
2721,Species richness,53,88.124,23.272,63.767,167.583,2721,1709.723948960915,0.6005852291516558,0.009272316451017011,0.34668114756728935,5.796264560843346,802.9728254622419,310.4067317499963,0.4239062592829796,547,0.3455147690518095,0,7.45945945945946
2742,Species richness,30,35.037,4.685,31.072,53.672,2742,516.8973670831328,0.027475873025555084,0.011585364029519386,0.9376672480105943,6.424866218736167,667.5256517763022,328.97157352760973,0.44472807302891865,171,0.3590014428685126,0,9.88888888888889
2755,Species richness,30,40.105,9.757,32.059,79.589,2755,406.0745376280424,0.2726195781050375,0.07525139823818562,0.5257180419187758,6.674732924393393,762.8430002859875,228.47851586776682,0.4024130960956469,131,0.3312955505713784,0,9.31578947368421
2762,Species richness,42,71.305,27.766,48.104,182.688,2762,1556.820363584516,0.05547085162838675,0.007361651169470386,0.9051138395093049,6.484227799222987,708.2014551148029,321.03057030215683,0.4543055584266755,531,0.3651112919903187,0,11.65625
2776,Species richness,41,42.29,1.798,41.168,50.883,2776,1320.282465961561,0.642917405300005,0.006459867946145527,0.29022533147601354,6.240157768731939,812.8919858033893,302.71813881002737,0.441690125648599,429,0.3570511620557918,0,10.225806451612904
2809,Species richness,44,46.03,2.452,44.316,57.03,2809,3944.3508140449812,0.7355684389995508,0.00962542509574383,0.20929110017356437,5.306066762577412,798.5659879540136,363.8788735037988,0.4299737783428739,1264,0.3494738476266053,1,8.794871794871796
2842,Species richness,34,35.4,2.16,34.161,46.179,2842,2847.2222223394865,0.01966769388135753,0.004150441160217297,0.78926486680181,6.5899897989132485,610.6792634170921,409.52657645246586,0.4053999283783331,925,0.33328987876394933,0,12.933333333333334
2865,Species richness,35,36.837,2.012,35.323,45.467,2865,652.8737343699139,0.1711780598368663,0.024687501600740014,0.660748837847011,6.2980954094086785,748.3763192258535,304.9656650311486,0.46018032725080293,225,0.36883018187394734,1,12.1
2940,Species richness,39,59.625,14.803,44.83,111.96,2940,1026.9984743835166,0.048925296244160095,0.00866132758205855,0.9287211538040042,6.618036948710728,725.7785401003827,305.35371281620746,0.44406088635297875,339,0.3585736344737368,0,14.416666666666666
2942,Species richness,49,97.864,58.237,56.739,357.516,2942,1748.1736182065565,0.025548258511310745,0.0046911188938058715,0.8833975143492462,6.728120402557073,628.9394287881912,402.6131734595376,0.3988754404663543,576,0.3289257151522605,0,13.159090909090908
3169,Species richness,53,54.111,1.75,53.124,62.92,3169,4938.832966094207,0.6661292326459363,0.006720645760375285,0.290814110037777,5.7338067831580455,824.6651377272481,340.214831771748,0.46725334018018627,1642,0.373278703387409,1,9.961538461538462
3170,Species richness,19,22.906,4.604,19.627,43.332,3170,409.0599242324978,0.6486051893097032,0.0065587864293418854,0.3135002151600761,6.689006867182691,830.4786023719554,281.2122511623383,0.5589653484195609,150,0.42819962794427724,0,5.5
3174,Species richness,42,54.6,11.665,44.696,100.896,3174,1696.5415457394456,0.0315098862603211,0.011873012555139952,0.8963103608049163,6.756307176709336,646.5927195823241,402.92809018810453,0.40760960840157723,528,0.33476146833032994,0,16.466666666666665
3192,Species richness,35,55.676,16.096,40.365,114.681,3192,1879.4398190723973,0.4848527896173754,0.007863013466492175,0.45523833528161584,6.433895063415261,834.2146476573773,294.1894268344315,0.5347930796399109,629,0.4142095104159129,0,5.680851063829787
3225,Species richness,36,41.159,4.331,37.233,57.592,3225,1357.239589832044,0.21786860648263565,0.026527630645910762,0.6726696760095016,6.885827446799863,782.9407964574084,264.81141913091085,0.47243122217911293,476,0.37651540544536916,0,9.214285714285714
3245,Species richness,38,40.489,3.278,38.348,55.776,3245,454.26106133410946,0.03475452368721169,0.007385185040022581,0.8918834033568569,6.897669080632116,699.031881932062,336.93374255809994,0.3924142688288209,144,0.3245757512175816,0,15.266666666666667
3265,Species richness,38,52.031,10.91,41.645,92.003,3265,832.2218484746571,0.2413772278068565,0.007357978312368243,0.72192603623308,6.5908681918148275,830.9367697322756,343.0581616975761,0.5077448522133269,287,0.39814868679613286,0,8.743589743589743
3280,Species richness,18,23.538,6.018,18.981,49.257,3280,132.55135948762734,0.16774062292293884,0.04331739715159397,0.7320208052961424,7.162641240880844,792.2569405726994,286.65874089171683,0.4454482787923323,45,0.3594629275217974,0,4.769230769230769
3283,Species richness,45,56.717,12.602,47.102,110.326,3283,3390.454221665326,0.036885648883883695,0.008805612714691474,0.91736009040354,6.756962090630124,671.6452753606267,366.54373485393654,0.41834233718528524,1106,0.34186311487345394,0,15.130434782608695
3306,Species richness,69,75.34,5.871,70.356,98.645,3306,3689.206155408507,0.1531624242080929,0.02449399274516082,0.7719090847438268,6.626375868279527,797.6765943607379,349.32072453069077,0.48818790198138867,1218,0.38626246029228845,1,15.09433962264151
3329,Species richness,73,77.865,4.809,73.965,97.539,3329,4642.157824524,0.16717676958276353,0.028763725852859082,0.7029199195875423,6.740093841992748,776.9090436953932,322.9492411093418,0.485187639639538,1581,0.3844183215975295,3,13.859154929577464
3398,Species richness,35,39.667,3.944,36.107,54.676,3398,1827.281762980306,0.6732990322718249,0.011199298415962239,0.25994209071855934,6.552449647540696,829.5131402033662,299.1567426770377,0.4244336269576506,574,0.3458598324105333,0,6.8
3408,Species richness,39,42.932,5.208,39.547,67.276,3408,2193.48535190024,0.03031500326601899,0.008511291303646555,0.927401124217661,7.137868571758242,713.7094909759753,349.332990488833,0.42311742161485405,744,0.34499828276326855,1,11.508474576271187
3414,Species richness,40,50.37,10,42.117,90.81,3414,1121.5083500689723,0.273822456113803,0.036531267437276395,0.5905678326129188,7.272057958452384,821.4385956197291,272.93235926714993,0.4525049607120563,376,0.36396708301274555,0,9.833333333333334
3445,Species richness,54,55.98,2.623,54.275,68.242,3445,2875.0563720574573,0.05930537218187224,0.006601688334966126,0.9017177519082812,6.826915980931131,769.5860401607441,331.96855787875285,0.43071893110243603,942,0.34995840842588416,1,14.95
3455,Species richness,42,60.568,13.64,47.124,109.285,3455,1946.1850938000748,0.5099734277265799,0.011910015802554505,0.4143353059602642,7.096264826759127,804.36165894071,268.7817885124644,0.4531687745240026,640,0.364389150345333,1,7.7894736842105265
3495,Species richness,32,37.906,5.879,33.161,62.034,3495,1164.2008405526126,0.2103263252463735,0.024008168069579037,0.7098358703371273,7.2783019802261855,795.3071785263381,295.4270854010844,0.42535243735043404,394,0.34646058716273287,0,6.785714285714286
3500,Species richness,77,83.703,5.845,78.535,106.265,3500,4306.622673783992,0.26139477720101045,0.006078783579780312,0.6974695110147032,6.634825039725195,824.1816703324884,356.73399006172036,0.468513148674928,1350,0.37406775506935147,0,12.839160839160838
3512,Species richness,39,85.278,41.581,49.245,248.033,3512,1709.3582271840569,0.47770682707374906,0.01856668892331507,0.4432347410695037,6.8621069653730435,826.4945284658958,324.48305603297064,0.4937991565260114,551,0.3896966537734922,1,9.944444444444445
3588,Species richness,43,60.333,22.761,45.436,166.32,3588,3832.9301840978274,0.0326444424557729,0.006998080805318686,0.9348130041845596,7.254496165989939,757.6890264087731,355.76781876122715,0.4257777111540439,1257,0.34673846126416324,0,16.666666666666668
3597,Species richness,26,28.462,3.247,26.344,43.609,3597,298.5433678002442,0.1148286046391545,0.07383129516861807,0.7488261833672902,7.535571310155355,804.7564895106558,299.2950289931763,0.4539721387377344,101,0.3648995723009868,0,11.153846153846153
3644,Species richness,62,71.013,6.56,64.511,94.35,3644,2596.5140295516344,0.22455919961110263,0.008138665459381675,0.7263886731139427,7.061132780190329,825.3382761081463,353.72976985947827,0.47220785234631085,829,0.3763761222404749,0,13.16
3672,Species richness,46,51.206,4.825,47.113,70.362,3672,2238.804037963563,0.3710389874987812,0.16849659792490748,0.35061358266067927,7.520185013084387,810.4689514056545,271.6834935450847,0.4462886126708288,709,0.36000096642641227,0,9.071428571428571
3673,Species richness,24,36.789,11.833,26.738,83.735,3673,1988.3651925862378,0.6637307397049697,0.005611706025204073,0.2988775650520177,6.98531363066377,827.7060277578936,330.73345476487066,0.5326034368700819,679,0.41292543318359287,0,6.842105263157895
3693,Species richness,40,41.303,1.602,40.199,48.546,3693,627.3379518074344,0.22937832626265298,0.008419132889295976,0.7344365494746748,7.665956008497966,813.2245855192415,331.7727749794476,0.48514661364375156,216,0.3843930662281253,0,13.882352941176471
3702,Species richness,57,72.925,11.43,61.502,113.335,3702,3113.7729149560596,0.2588712165207124,0.032220335590645105,0.6551554509319222,7.647061461482569,811.6757260220621,274.36688244652555,0.42706930567853735,1060,0.34758166563436216,2,10
3785,Species richness,34,37.84,5.095,34.533,61.673,3785,3658.036894432213,0.03236240104572909,0.008542154929012844,0.887413589357838,7.021198288649472,717.9322386574872,429.1822757471923,0.47020691330077796,1284,0.37512703962139937,1,11.32
3790,Species richness,53,64.055,7.26,56.418,88.751,3790,980.5888215977275,0.49200641279430934,0.031634285179437116,0.4052172243265021,7.8289112833342385,832.163481083212,268.27365968470315,0.44157547595233526,319,0.3569774439410094,0,9.4
3806,Species richness,22,44.273,28.316,25.258,174.246,3806,518.5642410384204,0.3443038099704908,0.15895660747857848,0.39238387539432024,8.191591675896628,842.2442684779421,229.1491471080549,0.4793464226603966,181,0.38081205320126477,0,8.818181818181818
3853,Species richness,36,55.654,19.608,39.855,136.215,3853,818.4489413435222,0.2228548238474279,0.012119920799779277,0.6851641616130704,7.923638601635637,843.018668531192,296.210130563497,0.50923708421495,287,0.3990461188309835,0,11.588235294117647
3904,Species richness,27,46.406,19.367,30.805,125.988,3904,860.7074727750872,0.24815139154676696,0.014951938791663164,0.6421737579919091,8.044782002030267,860.1060212573451,296.7803291702155,0.48332010153040467,281,0.3832676252035849,0,8.041666666666666
3915,Species richness,39,46.778,6.485,40.873,71.305,3915,3610.2515372431726,0.02231319357162902,0.0067543370469879,0.9476894852424961,7.5864648815665205,764.4285799741903,368.90581271596994,0.4366804423646143,1166,0.3538221105003547,0,14.8
3917,Species richness,46,48.93,3.176,46.521,62.487,3917,4454.1882682127025,0.045749020240779016,0.014185054260238684,0.8894012511580761,7.317431861687616,819.5880450100234,355.5582327341461,0.4682396398360487,1492,0.3738965336536054,1,13.255813953488373
3919,Species richness,47,51.416,3.74,48.045,65.662,3919,2151.2519206248976,0.4708147335302509,0.07178832741450346,0.3518043101361504,8.054884011924786,853.9816291057159,264.3689819837613,0.43874520736597733,686,0.3551549395283676,1,8.82857142857143
3922,Species richness,46,58.656,8.683,49.747,88.752,3922,638.285428459616,0.16166334160341778,0.04296057299005558,0.7423591759010832,8.084232861154325,877.8997608166404,285.8892227229365,0.4992032802933519,237,0.39298591280555834,1,14.3
3932,Species richness,67,82.758,10.089,71.996,116.703,3932,4389.083966956242,0.18743946536074108,0.008231822958454692,0.7787583733557378,7.3880936538407935,851.3389895623678,333.51432995864906,0.4764466434798209,1413,0.3790139390773102,0,16.38888888888889
3938,Species richness,63,73.029,8.937,65.241,107.877,3938,4366.45721574556,0.053386873182304485,0.01169851465618098,0.8975787747369426,7.112917082961771,827.037576761899,358.7290289512148,0.44894298645832015,1360,0.3616975104580348,0,15.923809523809524
3992,Species richness,59,72.785,9.758,62.953,107.073,3992,1947.8393023039832,0.2555219528322245,0.031286279158943206,0.6425827098259413,7.805979408551345,852.603193840963,282.9588375915313,0.4906435385384059,651,0.3877677276799801,0,7.984615384615385
4039,Species richness,42,59.455,11.711,47.284,99.655,4039,526.4089791819426,0.20194395473809634,0.015696031071887325,0.6868411897985068,8.158548881741742,880.5483292220835,281.54628955790446,0.48991984883836537,180,0.3873245011305695,0,9.909090909090908
4133,Species richness,44,46.513,2.612,44.469,57.45,4133,2339.9758794684835,0.035527255862596696,0.010042000798915617,0.9388101205952745,7.94354938410347,802.0417543278675,351.22917905719964,0.4414314305621224,771,0.3568848128346244,0,18.615384615384617
4143,Species richness,66,80.28,11.092,69.714,120.902,4143,4630.205062922812,0.19278724605130318,0.015757464538711102,0.7101328980744516,7.855645012850141,871.4989250705211,289.38005642639706,0.4835131145176519,1456,0.3833866510744374,0,8.708333333333334
4145,Species richness,43,69.836,18.448,50.928,133.832,4145,703.6389107210085,0.3685663129904565,0.010197421689123427,0.5649609511024581,8.135942058068617,886.3321301450358,269.92459426871,0.4750486948937857,219,0.3781452254244587,1,13.5
4290,Species richness,65,103.667,25.233,77.032,189.262,4290,4854.045030695204,0.13854066692653982,0.012515916963929171,0.802560030505586,8.185292545156852,883.7906433669289,284.6014811180402,0.5014870284598841,1624,0.3943705983758621,0,18.866666666666667
4355,Species richness,57,80.684,22.99,61.797,173.945,4355,3247.442088246841,0.11807797451109009,0.045075558798246255,0.7962297625953139,8.489329563799306,913.8132103689584,263.88949395664383,0.4604576305914356,1127,0.36900518310768543,0,20.68421052631579
4357,Species richness,57,98.626,32.44,67.789,217.606,4357,2486.9748645523714,0.28935176986113803,0.5078238946005229,0.1214601316671993,9.091968383213539,902.0130295892561,210.7705084051459,0.4553546176637311,859,0.36577697862055386,0,13.78048780487805
4370,Species richness,46,53.56,6.663,47.711,79.408,4370,4540.754433379835,0.026211977242557548,0.008664259243904762,0.9442237333948791,8.285113891761048,795.5202078571333,372.2494100234337,0.4503941201466983,1510,0.3626231009637776,0,18.666666666666668
4392,Species richness,57,68.905,10.199,59.781,107.961,4392,4890.166270323272,0.09910678935887604,0.011382503248040807,0.8652937070599513,7.811127541917732,878.3456930162793,309.46388996164643,0.4619362534241279,1537,0.3699374970110788,0,21.142857142857142
4470,Species richness,48,52.267,3.996,48.901,68.212,4470,4930.454722888462,0.06365502735673952,0.0119720032581046,0.9011783009932375,7.987099685746651,841.5968574008958,337.4031248591034,0.462539258335886,1611,0.3703173132680525,0,17.666666666666668
4539,Species richness,42,42.692,1.188,42.07,48.878,4539,504.29592982551753,0.07073340812534326,0.02792175256264279,0.8804948712882825,8.92709149665024,924.7206607667742,230.94289986511183,0.38411378586897765,161,0.31894607154256915,0,24.46153846153846
4588,Species richness,74,87.807,10.21,77.784,124.382,4588,2402.263428853285,0.3845528115990875,0.19679579085296053,0.3296048654649665,8.691491891636915,915.2404617869657,246.86779871581044,0.4609687983919874,802,0.3693276449173275,0,16.215686274509803
4698,Species richness,37,46.231,7.769,39.2,75.738,4698,290.1940716258241,0.3310827193416985,0.3144102951599614,0.21799956303453827,9.625338462833055,946.631256077255,214.57314005546937,0.4933606876889512,99,0.389428996099532,0,14.923076923076923
4760,Species richness,44,59.492,11.719,48.145,101.901,4760,979.5368255165065,0.30748579684976707,0.425582441188009,0.1440422852722986,9.362848509521056,929.599652285054,212.90990459326886,0.46130939668691384,330,0.36954241426901213,0,16.916666666666668
4763,Species richness,44,97.438,47.357,56.017,281.627,4763,580.543874251984,0.025377038024634917,0.01771489152878896,0.9362356106662144,9.386822346275125,913.6797890365673,228.9778231607689,0.4825352562503829,181,0.3827833957124304,0,17
5006,Species richness,35,56.6,18.238,40.128,125.976,5006,2936.7108937048056,0.14197871395307304,0.009695583544989209,0.8019326240812242,9.00058671907451,834.4624445479911,359.3814961398123,0.4986464840000626,954,0.3926478355004732,1,13.9
5123,Species richness,60,67.68,5.822,62.05,88.769,5123,2925.8199917685583,0.07729604547076921,0.009631944033638328,0.9055049031050705,9.338684546652214,917.209835928047,216.53636104850477,0.4465720659961717,965,0.36018235057251086,0,15.04
5163,Species richness,25,26.455,1.998,25.193,35.946,5163,2251.8808087295442,0.10828201768678856,0.009222427128038977,0.8402977990400939,9.181788685268376,886.1230556284787,263.19146131762034,0.4617598265121189,678,0.3698263272229209,0,9.909090909090908
5235,Species richness,36,38.195,3.321,36.259,54.63,5235,4806.25197037876,0.1155269241078631,0.020026998164202968,0.8374160821672723,8.92206046454111,861.5861647872308,289.23015908919376,0.4581520169856903,1614,0.36754867444482436,0,13.170731707317072
5256,Species richness,55,66.317,8.308,58.125,95.982,5256,373.6938126172751,0.21835401684810415,0.00682686158231079,0.7690647115615745,9.716661889625248,965.9937152335606,199.1361330574821,0.47558272981966543,136,0.3784772289342819,0,17.9375
5427,Species richness,48,67.012,14.853,52.915,121.546,5427,1552.1388785353508,0.10214333001081478,0.021909368410890435,0.8672221821777171,10.133902108780493,918.1157127613129,216.7340097764903,0.46243940367140784,497,0.37025443337526814,0,18.8
5467,Species richness,63,86.314,19.639,68.55,160.936,5467,3421.9138675371564,0.041381342772086945,0.013375953229504139,0.9386456188518116,10.035404902410312,911.2289609034259,208.9725384149023,0.4112455955329583,1111,0.3371758750349739,0,21.97142857142857
5538,Species richness,60,69.776,8.726,62.181,103.827,5538,4736.966518828818,0.04903621350487766,0.00937862612374034,0.9377136005624748,9.921615890288356,950.326003820651,209.4235057791913,0.42235257028814854,1572,0.3444971121947905,0,21.20689655172414
5597,Species richness,64,66.491,2.741,64.435,78.275,5597,3181.6907665994017,0.08524485925174774,0.01615955541188586,0.8904935524297164,10.503116377535306,935.9964826347373,218.85513518247495,0.46047825656568364,1072,0.36901819785630796,2,21.96875
5631,Species richness,49,55.154,5.715,50.312,77.868,5631,4870.354783055966,0.20061026192383877,0.010511532162584998,0.7829165693631177,10.13879620269133,933.1381183226904,210.97551752269388,0.4587799103976298,1554,0.36794566181959154,1,19.153846153846153
5715,Species richness,48,49.429,2.198,48.165,60.381,5715,3605.7436948893987,0.2720120900698576,0.008921319755162483,0.713821476975875,10.723387809071314,938.0662189095349,197.71424926438755,0.44328981505660253,1131,0.35807885828519614,0,18.952380952380953
5722,Species richness,63,73.323,9.956,65.106,113.59,5722,3954.5330741309267,0.053040669411084075,0.027359784726457653,0.9091654456365051,10.98619021804799,947.2142160170683,200.83088552927163,0.4590126228802275,1330,0.36809273164061085,0,24.193548387096776
5771,Species richness,62,67.833,5.812,63.146,91.7,5771,3757.94435638528,0.07988794861521342,0.028144139410932717,0.8785584796060272,11.052439111923405,960.2092925942435,209.709991406117,0.4570895331207271,1266,0.3668763480113011,1,23.571428571428573
5803,Species richness,54,60.024,5.605,55.281,82.323,5803,2494.6176758558263,0.05535697020453156,0.021064448063761062,0.9123510827873577,11.29914301922871,989.3940849854455,207.38388168476686,0.4490980704178592,828,0.36179649325997576,0,21
5974,Species richness,53,56.36,3.626,53.6,71.805,5974,2280.647125084379,0.2567828490779553,0.008714618489790755,0.7225918272425887,11.840129064208732,987.5727968111153,186.5167860454158,0.4378875344825266,732,0.35460163616324525,0,24.133333333333333
6151,Species richness,49,52.811,3.812,49.745,68.492,6151,2332.6853552491407,0.2601849344009568,0.015009033812643105,0.7073591527233949,12.206143933292239,969.6553333139238,176.65831680395013,0.4655995569461191,799,0.3722413847009343,4,20.733333333333334
