SiteID,VisitID,Year,Species,Abundance,Sample_area,Source,n_obs,Presence,geometry,watershed_id,area,frac_forest,frac_urban,frac_agri,mean_temp,mean_ppt,mean_dem,rate,n_branch,p_branch,n_dam
st00024,st00024-2012,2012,ONCORHYNCHUS_MASOU_MASOU,28,438.2,prtwsd,6,1,"c(398180.201513415, 275147.675462121)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00027,st00027-2003,2003,COTTUS_HANGIONGENSIS,114,NA,hfish_HSGK,2,1,"c(398975.194272397, 274190.552268676)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00027,st00027-2003,2003,GYMNOGOBIUS_OPPERIENS,46,NA,hfish_HSGK,2,1,"c(398975.194272397, 274190.552268676)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00027,st00027-2003,2003,GYMNOGOBIUS_UROTAENIA,17,NA,hfish_HSGK,2,1,"c(398975.194272397, 274190.552268676)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00027,st00027-2003,2003,LETHENTERON_SPP,10,NA,hfish_HSGK,2,1,"c(398975.194272397, 274190.552268676)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00027,st00027-2003,2003,ONCORHYNCHUS_MASOU_MASOU,112,NA,hfish_HSGK,2,1,"c(398975.194272397, 274190.552268676)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00027,st00027-2003,2003,ONCORHYNCHUS_MYKISS,1,NA,hfish_HSGK,2,1,"c(398975.194272397, 274190.552268676)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00027,st00027-2003,2003,PLECOGLOSSUS_ALTIVELIS_ALTIVELIS,5,NA,hfish_HSGK,2,1,"c(398975.194272397, 274190.552268676)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00027,st00027-2003,2003,TRIBOLODON_SPP,8,NA,hfish_HSGK,2,1,"c(398975.194272397, 274190.552268676)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00036,st00036-2012,2012,COTTUS_HANGIONGENSIS,5,251.4,prtwsd,5,1,"c(400965.359514327, 272520.664445622)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00036,st00036-2012,2012,GYMNOGOBIUS_OPPERIENS,50,251.4,prtwsd,5,1,"c(400965.359514327, 272520.664445622)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00036,st00036-2012,2012,ONCORHYNCHUS_MASOU_MASOU,19,251.4,prtwsd,5,1,"c(400965.359514327, 272520.664445622)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00036,st00036-2012,2012,TRIBOLODON_SPP,20,502.8,prtwsd,5,1,"c(400965.359514327, 272520.664445622)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00040,st00040-1995,1995,COTTUS_HANGIONGENSIS,1,NA,hfish_HSGK,1,1,"c(401095.673713374, 279196.611515923)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00040,st00040-1995,1995,GYMNOGOBIUS_UROTAENIA,46,NA,hfish_HSGK,1,1,"c(401095.673713374, 279196.611515923)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00040,st00040-1995,1995,LETHENTERON_SPP,2,NA,hfish_HSGK,1,1,"c(401095.673713374, 279196.611515923)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00040,st00040-1995,1995,ONCORHYNCHUS_MASOU_MASOU,1,NA,hfish_HSGK,1,1,"c(401095.673713374, 279196.611515923)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00040,st00040-1995,1995,PLECOGLOSSUS_ALTIVELIS_ALTIVELIS,1,NA,hfish_HSGK,1,1,"c(401095.673713374, 279196.611515923)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00040,st00040-1995,1995,RHINOGOBIUS_SPP,1,NA,hfish_HSGK,1,1,"c(401095.673713374, 279196.611515923)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00040,st00040-1995,1995,TRIBOLODON_SPP,117,NA,hfish_HSGK,1,1,"c(401095.673713374, 279196.611515923)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00041,st00041-2003,2003,COTTUS_HANGIONGENSIS,5,NA,hfish_HSGK,3,1,"c(401330.327635729, 279431.741920627)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00041,st00041-2003,2003,GYMNOGOBIUS_OPPERIENS,33,NA,hfish_HSGK,3,1,"c(401330.327635729, 279431.741920627)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00041,st00041-2003,2003,GYMNOGOBIUS_UROTAENIA,74,NA,hfish_HSGK,3,1,"c(401330.327635729, 279431.741920627)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00041,st00041-2003,2003,LETHENTERON_SPP,9,NA,hfish_HSGK,3,1,"c(401330.327635729, 279431.741920627)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00041,st00041-2003,2003,NOEMACHEILUS_BARBATULUS,10,NA,hfish_HSGK,3,1,"c(401330.327635729, 279431.741920627)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00041,st00041-2003,2003,ONCORHYNCHUS_MASOU_MASOU,1,NA,hfish_HSGK,3,1,"c(401330.327635729, 279431.741920627)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00041,st00041-2003,2003,PLECOGLOSSUS_ALTIVELIS_ALTIVELIS,5,NA,hfish_HSGK,3,1,"c(401330.327635729, 279431.741920627)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00041,st00041-2003,2003,TRIBOLODON_SPP,188,NA,hfish_HSGK,3,1,"c(401330.327635729, 279431.741920627)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00043,st00043-1996,1996,GYMNOGOBIUS_UROTAENIA,21,NA,hfish_HSGK,2,1,"c(401488.777661391, 279551.561819418)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00043,st00043-1996,1996,LETHENTERON_SPP,1,NA,hfish_HSGK,2,1,"c(401488.777661391, 279551.561819418)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00043,st00043-1996,1996,ONCORHYNCHUS_MASOU_MASOU,6,NA,hfish_HSGK,2,1,"c(401488.777661391, 279551.561819418)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00043,st00043-1996,1996,TRIBOLODON_SPP,10,NA,hfish_HSGK,2,1,"c(401488.777661391, 279551.561819418)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00044,st00044-2003,2003,GYMNOGOBIUS_OPPERIENS,15,NA,hfish_HSGK,1,1,"c(401571.035271153, 279556.066487143)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00044,st00044-2003,2003,GYMNOGOBIUS_UROTAENIA,29,NA,hfish_HSGK,1,1,"c(401571.035271153, 279556.066487143)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00044,st00044-2003,2003,LETHENTERON_SPP,15,NA,hfish_HSGK,1,1,"c(401571.035271153, 279556.066487143)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00044,st00044-2003,2003,NOEMACHEILUS_BARBATULUS,1,NA,hfish_HSGK,1,1,"c(401571.035271153, 279556.066487143)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00044,st00044-2003,2003,PLECOGLOSSUS_ALTIVELIS_ALTIVELIS,3,NA,hfish_HSGK,1,1,"c(401571.035271153, 279556.066487143)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00044,st00044-2003,2003,TRIBOLODON_SPP,55,NA,hfish_HSGK,1,1,"c(401571.035271153, 279556.066487143)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00047,st00047-2003,2003,COTTUS_HANGIONGENSIS,4,NA,hfish_HSGK,2,1,"c(403221.739775166, 270532.412851682)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00047,st00047-2003,2003,LETHENTERON_SPP,3,NA,hfish_HSGK,2,1,"c(403221.739775166, 270532.412851682)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00047,st00047-2003,2003,ONCORHYNCHUS_MASOU_MASOU,151,NA,hfish_HSGK,2,1,"c(403221.739775166, 270532.412851682)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00047,st00047-2003,2003,ONCORHYNCHUS_MYKISS,1,NA,hfish_HSGK,2,1,"c(403221.739775166, 270532.412851682)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00047,st00047-2003,2003,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,3,NA,hfish_HSGK,2,1,"c(403221.739775166, 270532.412851682)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00047,st00047-2003,2003,TRIBOLODON_SPP,16,NA,hfish_HSGK,2,1,"c(403221.739775166, 270532.412851682)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00048,st00048-2012,2012,ONCORHYNCHUS_MASOU_MASOU,22,253.7,prtwsd,5,1,"c(403310.186584161, 270426.119524288)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00048,st00048-2012,2012,ONCORHYNCHUS_MYKISS,2,253.7,prtwsd,5,1,"c(403310.186584161, 270426.119524288)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00048,st00048-2012,2012,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,5,253.7,prtwsd,5,1,"c(403310.186584161, 270426.119524288)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00048,st00048-2012,2012,TRIBOLODON_SPP,26,507.4,prtwsd,5,1,"c(403310.186584161, 270426.119524288)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00050,st00050-1992,1992,ONCORHYNCHUS_MASOU_MASOU,5,NA,hfish_HSGK,1,1,"c(403749.300612376, 268449.505705162)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00050,st00050-1992,1992,SALVELINUS_LEUCOMAENIS_LEUCOMAENIS,1,NA,hfish_HSGK,1,1,"c(403749.300612376, 268449.505705162)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00050,st00050-1992,1992,TRIBOLODON_SPP,2,NA,hfish_HSGK,1,1,"c(403749.300612376, 268449.505705162)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00051,st00051-2003,2003,CARASSIUS_SP,4,NA,hfish_HSGK,2,1,"c(403536.148166638, 275329.172617877)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00051,st00051-2003,2003,GYMNOGOBIUS_UROTAENIA,1,NA,hfish_HSGK,2,1,"c(403536.148166638, 275329.172617877)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00051,st00051-2003,2003,LETHENTERON_SPP,60,NA,hfish_HSGK,2,1,"c(403536.148166638, 275329.172617877)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00051,st00051-2003,2003,MISGURNUS_ANGUILLICAUDATUS,1,NA,hfish_HSGK,2,1,"c(403536.148166638, 275329.172617877)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00051,st00051-2003,2003,ONCORHYNCHUS_MASOU_MASOU,71,NA,hfish_HSGK,2,1,"c(403536.148166638, 275329.172617877)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00051,st00051-2003,2003,PHOXINUS_PERCNURUS_SACHALINENSIS,9,NA,hfish_HSGK,2,1,"c(403536.148166638, 275329.172617877)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00051,st00051-2003,2003,PLECOGLOSSUS_ALTIVELIS_ALTIVELIS,1,NA,hfish_HSGK,2,1,"c(403536.148166638, 275329.172617877)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00051,st00051-2003,2003,TRIBOLODON_SPP,103,NA,hfish_HSGK,2,1,"c(403536.148166638, 275329.172617877)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00052,st00052-1993,1993,TRIBOLODON_SPP,20,NA,hfish_HSGK,1,1,"c(403380.689880457, 279655.402651618)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00053,st00053-1995,1995,CARASSIUS_SP,16,NA,hfish_HSGK,2,1,"c(403462.946325133, 279659.928544246)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00053,st00053-1995,1995,GYMNOGOBIUS_UROTAENIA,73,NA,hfish_HSGK,2,1,"c(403462.946325133, 279659.928544246)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00053,st00053-1995,1995,LETHENTERON_SPP,2,NA,hfish_HSGK,2,1,"c(403462.946325133, 279659.928544246)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00053,st00053-1995,1995,MISGURNUS_ANGUILLICAUDATUS,1,NA,hfish_HSGK,2,1,"c(403462.946325133, 279659.928544246)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00053,st00053-1995,1995,NOEMACHEILUS_BARBATULUS,1,NA,hfish_HSGK,2,1,"c(403462.946325133, 279659.928544246)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00053,st00053-1995,1995,RHINOGOBIUS_SPP,1,NA,hfish_HSGK,2,1,"c(403462.946325133, 279659.928544246)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00053,st00053-1995,1995,TRIBOLODON_SPP,60,NA,hfish_HSGK,2,1,"c(403462.946325133, 279659.928544246)",1181,721.3966293787873,0.9396044082681203,0.013970840329792884,0.010826483794204192,7.135247681974713,1255.763067144617,269.89778201163807,0.3753682168364118,201,0.31296374610609157,1
st00054,st00054-1992,1992,GYMNOGOBIUS_UROTAENIA,1,NA,hfish_HSGK,1,1,"c(404277.160737714, 269367.776130126)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00054,st00054-1992,1992,LETHENTERON_SPP,1,NA,hfish_HSGK,1,1,"c(404277.160737714, 269367.776130126)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00054,st00054-1992,1992,MISGURNUS_ANGUILLICAUDATUS,1,NA,hfish_HSGK,1,1,"c(404277.160737714, 269367.776130126)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00054,st00054-1992,1992,RHINOGOBIUS_SPP,1,NA,hfish_HSGK,1,1,"c(404277.160737714, 269367.776130126)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00054,st00054-1992,1992,TRIBOLODON_SPP,5,NA,hfish_HSGK,1,1,"c(404277.160737714, 269367.776130126)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00055,st00055-2003,2003,LETHENTERON_SPP,1,NA,hfish_HSGK,2,1,"c(404518.211012265, 266491.041542826)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00055,st00055-2003,2003,MISGURNUS_ANGUILLICAUDATUS,1,NA,hfish_HSGK,2,1,"c(404518.211012265, 266491.041542826)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00055,st00055-2003,2003,ONCORHYNCHUS_MASOU_MASOU,195,NA,hfish_HSGK,2,1,"c(404518.211012265, 266491.041542826)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00055,st00055-2003,2003,TRIBOLODON_SPP,28,NA,hfish_HSGK,2,1,"c(404518.211012265, 266491.041542826)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00056,st00056-2003,2003,CARASSIUS_SP,2,NA,hfish_HSGK,2,1,"c(404213.0622976, 272031.908574838)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00056,st00056-2003,2003,LETHENTERON_SPP,32,NA,hfish_HSGK,2,1,"c(404213.0622976, 272031.908574838)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
st00056,st00056-2003,2003,MISGURNUS_ANGUILLICAUDATUS,22,NA,hfish_HSGK,2,1,"c(404213.0622976, 272031.908574838)",1197,199.78711067985392,0.9891568816527343,0.003053250021571668,0.0025295676632273215,7.624327229246433,1243.5410287381467,236.16747673935072,0.38417749290677833,56,0.3189894580889049,0
